NC_001422.1,Phage_F
NC_049853.1,Peptidase_S74 AP2 DUF1073 Phage_min_tail Phage_TAC_4 Terminase_6C DUF3799 HK97-gp10_like DUF1983 DUF2213 Phage-tail_3 TMP_2 HNH_3 DUF3987 Phage_tail_3 Phage_lysozyme Phage_Mu_F DUF4054 Dam DUF2184 ERF Lambda_tail_I DUF4128 Acid_phosphat_B GP3_package Phage_tail_L NLPC_P60 Tape_meas_lam_C VRR_NUC Prok-JAB Prim_Zn_Ribbon Helicase_C
NC_048795.1,T5orf172 Big_2 DNA_ligase_OB NRDD Herpes_ori_bp Phage_capsid Toprim_2 PC4 Peptidase_M15_4 Gly_radical Ribonuc_red_sm Phage_portal DnaB_C RNase_H Thioredoxin_3 5_3_exonuc CLP_protease Hydrolase_2 HNH_3 Phage_holin_T SIR2 Ribonuc_red_lgN Thymidylat_synt Terminase_6C Terminase_6 5_3_exonuc_N DNA_pol_A DUF5051 YqeY DNA_ligase_aden PhoH Band_7 dUTPase Helicase_C BRCT Peptidase_S78 DNA_pol_A_exo1 Peptidase_S74 Metallophos Phage-tail_3 ResIII Toprim_N Ribonuc_red_lgC
NC_052415.1,Endonuclease_7 PDDEXK_1 Recombinase AAA_25 Gp52 Phage_capsid Gp79 DNA_pol_A DNA_pol_A_exo1 DUF2744 Phage_Gp19 Gp44 GP24_25 DNA_methylase Toprim_2 Beta-lactamase Resolvase Glutaredoxin Phage_prot_Gp6 Gp63 Peptidase_M15_4 Imm_superinfect
NC_049467.1,Band_7 Phage_holin_3_7 AAA_24 DNA_pol_A_exo1 DUF4326 Phage_lysis DUF2201 Terminase_6C RNA_pol HNH_3 Phage_lysozyme DNA_pol_A AAA dUTPase AAA_5 Thy1 AAA_30 Metallophos Phage_holin_8 DUF2201_N PriCT_1 UvrD_C_2
NC_048794.1,HNH_3 Phage_portal 5_3_exonuc_N Peptidase_M15_4 Toprim_2 DNA_pol_A_exo1 Herpes_ori_bp Metallophos Phage_holin_T NRDD Big_2 dUTPase Thioredoxin_3 Toprim_N Ribonuc_red_lgC Band_7 Ribonuc_red_sm Phage-tail_3 Helicase_C SIR2 ResIII Peptidase_S78 Terminase_6 BRCT MUG113 CLP_protease Gly_radical Ig_2 Phage_capsid DNA_pol_A Terminase_6C PhoH YqeY Hydrolase_2 DnaB_C PC4 Thymidylat_synt Ribonuc_red_lgN RNase_H DNA_ligase_OB DNA_ligase_aden DUF5051 5_3_exonuc
NC_049468.1,SSB LysM Phage_tail_S DNA_pol3_beta_3 RecT YqaJ CHAP DNA_pol3_beta DNA_pol3_beta_2 Gln_amidase Terminase_3 DUF932 Mu-like_Pro ParBc Amidase_2 Baseplate_J
NC_054939.1,Phage_DsbA PKD Cpn10 UvsW AAA_30 PAAR_motif RNA_lig_T4_1 WYL_2 DUF5486 FRD2 DUF5498 Ribonuc_red_lgC Phage-Gp8 Metallophos Peptidase_S80 Macro NUDIX gp32 DUF2654 Peptidase_S77 Nuc-transf Phage-tail_2 motB Phage_holin_T T4_gp9_10 Terminase_6 Gp67 DnaB_C IPI_T4 AAA_23 Dmd DUF5051 Gp23 DUF5490 DUF4326 DUF2685 UvsY Imm_superinfect Zn-ribbon_8 GP38 DUF5417 DUF5484 Phage_30_3 Phage_clamp_A Endonuclease_7 Phage_sheath_1C SLT Phage_RpbA T4_Gp59_C GIY-YIG TK DUF5487 Phage_FRD3 Phage_head_chap DUF5495 Thymidylat_synt DNA_PPF Collar Endonuc-dimeris Phage_T4_gp19 Gp5_C DUF2774 S_tail_recep_bd Phage-tail_1 DNA_pol_B_exo1 DHFR_1 Phage_sheath_1N Phage_30_8 Phage_sheath_1 RNA_ligase GPW_gp25 ATP-cone AAA_33 HATPase_c Fibritin_C DNA_Packaging AsiA T4-gp15_tss Glutaredoxin DUF5499 DNA_gyraseB DNA_ligase_A_M T4_neck-protein RecA gp45-slide_C T4_Gp59_N GP11 GP57 DNA_pol_B Translat_reg AGT T4_tail_cap RNaseH_C Fer4_12 dCMP_cyt_deam_1 Peptidase_S74 Phage_T4_gp36 REGB_T4 ILEI Trans_coact 5_3_exonuc_N MotA_activ gp12-short_mid DNA_topoisoIV ALP DUF3045 DUF4031 AAA Terminase_6C Toprim_N Ribonuc_red_sm NRDD Gp45_2 Inhibitor_I24 DUF5496 Phage_T4_Ndd Phage_gp53 Gly_radical Phage_hub_GP28 MotCF Pyr_excise Phage_lysozyme Phage_T4_Gp30_7 DUF5491 Helicase_C T4_baseplate DUF5481 Gp5_OB Soc ADPrib_exo_Tox Ribonuc_red_lgN ResIII
NC_049814.1,DUF1983 NLPC_P60 HNH_3 DUF1073 DUF4128 Lambda_tail_I DUF2184 Prim_Zn_Ribbon Acid_phosphat_B Phage_TAC_4 GP3_package VRR_NUC Tape_meas_lam_C Big_2 Phage_min_tail Helicase_C TMP_2 Phage_lysozyme Phage-tail_3 Terminase_6C DUF3799 Prok-JAB DUF2213 ERF Phage_tail_L Phage_tail_3 DUF3987 DUF4054 Dam
NC_054940.1,DNA_PPF DAHP_synth_1 ALP Phage_holin_T GP57 Phage_sheath_1N HATPase_c Trans_coact HNH_3 AAA_30 Nuc-transf Ribonuc_red_lgN WYL_2 Translat_reg Dmd DUF5487 Endonuc-dimeris DUF5490 AAA_33 Peptidase_S80 Inhibitor_I24 DUF5481 Endonuclease_7 Zn-ribbon_8 DUF5051 Peptidase_S77 Fibritin_C MotCF FlgM T4_tail_cap GP11 MotA_activ Phage_DsbA Phage_FRD3 DHFR_1 Phage_30_3 AAA GPW_gp25 Phage_lysozyme Phage_head_chap ADPrib_exo_Tox DUF5486 PKD DUF3045 AAA_23 dCMP_cyt_deam_1 Phage-Gp8 gp12-short_mid Macro T4_neck-protein Phage_T4_gp36 DNA_ligase_A_M Imm_superinfect SIS Gp45_2 Gp5_C motB DNA_Packaging Phage_RpbA RNA_ligase RNaseH_C RNA_lig_T4_1 Phage_hub_GP28 IPI_T4 Glutaredoxin DNA_pol_B_exo1 Thymidylat_synt T4_baseplate Ribonuc_red_sm UvsW NRDD Terminase_6C AsiA Gp5_OB DUF2774 T4_gp9_10 Fer4_12 Cpn10 DUF5484 DUF5496 Ribonuc_red_lgC Phage-tail_1 ILEI S_tail_recep_bd PAAR_motif UvrD_C_2 5_3_exonuc_N Phage-tail_2 DNA_topoisoIV dUTPase_2 DUF5417 DnaB_C Phage_sheath_1C T4_Gp59_C Phage_T4_gp19 Soc UvsY Phage_gp53 Gp23 gp32 gp45-slide_C ResIII NTP_transferase DUF2685 Terminase_6 NUDIX DUF5491 T4-gp15_tss Gly_radical Peptidase_U32 DNA_gyraseB DUF5495 Phage_30_8 DUF5498 Phage_T4_Gp30_7 ATP-cone TK DUF5499 Metallophos GIY-YIG RecA Phage_clamp_A Helicase_C DUF2654 Gp67 Pyr_excise T4_Gp59_N Phage_T4_Ndd Collar gp37_C Phage_sheath_1 FRD2 REGB_T4 DNA_pol_B
NC_049847.1,Sigma70_r4_2 HNH_3 DUF2184 Terminase_6C DUF3987 Lipase_GDSL_2 Helicase_C Prok-JAB DUF3799 DUF2213 Dam Lambda_tail_I Acid_phosphat_B Phage_Mu_F NLPC_P60 Tape_meas_lam_C Phage_TAC_4 GP3_package Prim_Zn_Ribbon DUF550 DUF4128 ERF DUF1073 Phage_tail_3 Phage_min_tail DUF4054 AP2 Phage_lysozyme Phage_tail_L DUF1983 Phage-tail_3 TMP_2 VRR_NUC
NC_049839.1,DUF550 Phage-tail_3 DUF4128 Prim_Zn_Ribbon DUF3987 DUF2213 DUF2184 DUF4054 VRR_NUC Tape_meas_lam_C Lambda_tail_I Sigma70_r4_2 ERF DUF3799 TMP_2 HNH_3 Phage_min_tail NLPC_P60 Phage_tail_L Phage_tail_3 GP3_package Phage_Mu_F DUF1983 Prok-JAB Phage_TAC_4 Acid_phosphat_B Helicase_C DUF1073 Dam Phage_lysozyme Terminase_6C
NC_049841.1,Prok-JAB Phage_Mu_F DUF1073 Lambda_tail_I Sigma70_r4_2 Phage_min_tail Phage_TAC_4 DUF550 Phage_tail_L Terminase_6C DUF4054 DUF3799 Helicase_C Phage_tail_3 TMP_2 VRR_NUC DUF2184 ERF DUF2213 Phage_lysozyme DUF4128 Acid_phosphat_B DUF1983 Phage-tail_3 NLPC_P60 Tape_meas_lam_C GP3_package DUF3987 Prim_Zn_Ribbon Dam
NC_049846.1,VRR_NUC Phage_min_tail Prim_Zn_Ribbon Phage_tail_3 Phage_TAC_4 DUF3672 Prok-JAB Terminase_6C GP3_package Dam Tape_meas_lam_C TMP_2 DUF3799 Acid_phosphat_B Phage-tail_3 Helicase_C DUF1073 Phage_tail_L DUF2184 DUF3987 Phage_lysozyme ERF DUF2213 Lambda_tail_I DUF550 DUF1983 DUF4128 Sigma70_r4_2 Phage_Mu_F NLPC_P60 DUF4054
NC_048764.1,Terminase_6 dCMP_cyt_deam_1 DUF4055 DUF3383 ResIII Caudo_TAP DUF3277 DNA_pol_A DNA_pol_A_exo1 Baseplate_J AAA_24 Helicase_C DUF2570 Phage_TAC_9 zf-dskA_traR DUF2612 Thymidylat_synt DUF669 Big_2 Phage_lysozyme PRA-PH
NC_048799.1,DUF1073 Phage_holin_3_1 Hydrolase_2 DUF3277 DUF2184 Toprim_2 AAA_25 Laminin_G_3 DNA_pol_A Baseplate_J DUF2213 DUF3383 DUF2612 Ribonuc_red_sm RNA_pol YqaJ Imm_superinfect SLT Thy1 DUF4054 dUTPase Peptidase_M15_4
NC_049462.1,VWA DUF4815 Muraidase Phage_sheath_1 DNA_pol_B Thymidylat_synt PG_binding_1 DUF4326 DNA_topoisoIV DNA_Packaging Gp17 Bac_DNA_binding Gp5_OB NAPRTase dUTPase_2 Terminase_6 TOBE Pribosyltran Helicase_C_2 Trans_coact Pribosyltran_N UvsY T4_baseplate DNA_ligase_A_M GPW_gp25 Glutaredoxin DNA_pol_B_exo1 RecA Ribonuc_red_sm T4-gp15_tss NUMOD3 Phage_gp49_66 Terminase_6C Ribonuc_red_lgC RNase_H SLT Phage_sheath_1C ATP-cone LysM Translat_reg AAA Ribonuc_red_lgN Gp23 Peptidase_S80 ResIII NT5C DUF3268 GIY-YIG DnaB_C gp32 Phage_gp53 PDDEXK_1 Peptidase_S77 Ig_3 DNA_gyraseB PP-binding DUF2493 PhoH Phage_T4_gp19 T4_neck-protein HATPase_c bPH_2 TOPRIM_C Helicase_C CHAP Phage_clamp_A dCMP_cyt_deam_1
NC_048770.1,Phage_tail_APC DNA_ligase_OB_2 PhoH DUF2201 Terminase_6C Hydrolase_2 Thy1 ATP-cone Glyco_hydro_19 NT5C AAA_25 RNA_lig_T4_1 RNase_H NRDD Peptidase_S78_2 DNA_pol_A DUF3277 T5orf172 HTH_7 DUF2201_N Glutaredoxin DNA_ligase_A_M AAA_5 AAA_33 DUF3383 dUTPase Phage_cap_E Ribonuc_red_sm DUF276 Endonuclease_7 Terminase_6 Ribonuc_red_lgC Ribonuc_red_lgN Baseplate_J PIF1 Toprim_2
NC_048771.1,Toprim_2 T5orf172 HTH_3 Endonuclease_7 Ribonuc_red_lgC MUG113 DUF276 DUF3383 Glutaredoxin AAA_5 DNA_ligase_A_M NRDD Ribonuc_red_lgN RNase_H PIF1 Terminase_6 Thy1 Phage_cap_E Phage_tail_APC Peptidase_S78_2 DUF2201 PhoH DUF2201_N Glyco_hydro_19 Thg1 Baseplate_J NT5C Ribonuc_red_sm DNA_ligase_OB_2 dUTPase ATP-cone DUF3277 Hydrolase_2 Terminase_6C HTH_7 HNH_3
NC_048772.1,Ribonuc_red_lgC DNA_ligase_A_M Phage_cap_E Endonuclease_7 Peptidase_S78_2 Terminase_6 PIF1 Toprim_2 DUF3277 NT5C AAA_5 Ribonuc_red_lgN DUF3383 N6_N4_Mtase DUF2201_N DNA_pol_A ATP-cone DUF2201 Hydrolase_2 Glutaredoxin T5orf172 Glyco_hydro_19 DNA_ligase_OB_2 Fer4_12 HTH_7 NRDD AAA_25 Ribonuc_red_sm Baseplate_J Band_7 PhoH Phage_tail_APC RNase_H Thy1 Terminase_6C
NC_048773.1,GSP_synth GGACT DUF1768 DUF5309 Phage_lysozyme DUF1190 DCD Ribonuc_red_lgC ProQ NAPRTase Ion_trans_2 DUF2828 Pribosyltran DUF1983 ATP-cone DnaB_C Ferritin Sigma70_r2 DUF2570 NUDIX Thy1 Ribonuc_red_lgN RNA_ligase Toprim_2 PhoH Metallophos Band_7 NRDD Fer4_12 Terminase_6C DNA_ligase_OB_2 Thioredoxin Phage_endo_I DNA_pol_A Phage_tail_NK Pribosyltran_N GATase_6 HNH AAA Hydrolase_2 Peptidase_S74 Amidoligase_2 Dam DUF4326 DUF3307 Terminase_6 DnaJ COOH-NH2_lig DNA_ligase_A_M Ribonuc_red_sm
NC_049463.1,Band_7 HATPase_c AAA Big_2 Glyco_hydro_108 RNA_pol AAA_30 HNH_3 DUF2201 Phage_gp49_66 dUTPase UvrD_C_2 DUF2829 PriCT_1 DUF1737 Thy1 PG_binding_3 AAA_24 Viral_helicase1 DNA_pol_A DUF2201_N
NC_052978.1,PriCT_2 Phage_cap_E DUF2163 gpW Terminase_GpA SNF2_N Phage_BR0599 DUF2793 DUF2800 Phage_portal_2 DUF1441 DNA_methylase Prim-Pol Peptidase_S49 DUF2815 RdgC Phage-tail_3 Dam DNA_pol_A
NC_048800.1,DUF2213 Baseplate_J Phage_Mu_F SLT DUF551 DUF4054 adh_short_C2 DUF2184 DNA_pol3_alpha RNase_T DUF1073 Terminase_3 QSregVF_b DUF3383 Caudo_TAP VirE Imm_superinfect DUF2786 SNF2_N AAA_30 Helicase_C Thy1 DUF2612 RepB_primase Glyco_hydro_19 UvrD_C_2
NC_049835.1,DUF3799 Prim_Zn_Ribbon Terminase_6C ERF Phage_lysozyme Phage_TAC_4 Lambda_tail_I DUF2184 TMP_2 DUF550 DUF1983 Phage_tail_3 GP3_package Dam Phage-tail_3 DUF4054 Prok-JAB NLPC_P60 Helicase_C DUF4128 Phage_min_tail Phage_tail_L Sigma70_r4_2 DUF3987 Acid_phosphat_B Phage_Mu_F DUF2213 DUF1073 VRR_NUC Tape_meas_lam_C
NC_049834.1,TMP_2 Phage_min_tail DUF4054 VRR_NUC Phage_tail_L Lambda_tail_I Prok-JAB Helicase_C Phage_lysozyme Phage_tail_3 Terminase_6C Prim_Zn_Ribbon Phage_TAC_4 DUF1073 DUF3987 DUF2213 DUF550 GP3_package Dam Sigma70_r4_2 Acid_phosphat_B DUF4128 ERF Phage-tail_3 DUF3799 DUF2184 NLPC_P60 DUF1983 Phage_Mu_F Tape_meas_lam_C
NC_049836.1,Prok-JAB DUF4054 ERF Dam Phage_tail_L TMP_2 Phage-tail_3 Acid_phosphat_B Phage_Mu_F NLPC_P60 DUF3799 Lambda_tail_I Terminase_6C GP3_package VRR_NUC Sigma70_r4_2 Prim_Zn_Ribbon DUF1983 Phage_tail_3 Phage_lysozyme Helicase_C Tape_meas_lam_C DUF4128 DUF550 DUF2213 Phage_min_tail DUF3987 DUF2184 Phage_TAC_4 DUF1073
NC_049833.1,DUF1073 Prim_Zn_Ribbon ERF Dam Phage_tail_L Acid_phosphat_B Sigma70_r4_2 VRR_NUC Phage_TAC_4 Phage-tail_3 DUF4128 TMP_2 DUF2213 Lambda_tail_I DUF550 Phage_tail_3 Tape_meas_lam_C Helicase_C GP3_package NLPC_P60 Prok-JAB DUF1983 Phage_min_tail Terminase_6C DUF3799 Phage_Mu_F DUF3987 Phage_lysozyme DUF4054 DUF2184
NC_049837.1,VRR_NUC Acid_phosphat_B NLPC_P60 DUF2213 Phage_TAC_4 DUF3799 Prok-JAB Phage_tail_L Phage_lysozyme Dam Terminase_6C DUF4128 DUF1983 DUF1073 DUF550 Phage_min_tail TMP_2 DUF3987 GP3_package Phage-tail_3 Phage_tail_3 Lambda_tail_I DUF4054 Phage_Mu_F ERF Tape_meas_lam_C Helicase_C DUF2184 Sigma70_r4_2 Prim_Zn_Ribbon
NC_049512.1,Translat_reg AAA UvsY NT5C Peptidase_S77 Terminase_6C Ig_3 CHAP GPW_gp25 Band_7 Phage_gp49_66 Phage_sheath_1 Peptidase_S80 DNA_pol_B Glutaredoxin bPH_2 DNA_topoisoIV T4_baseplate PhageP22-tail Bac_DNA_binding PG_binding_1 Gp23 DUF3268 Pyr_excise DNA_gyraseB RNase_H Phage_gp53 Trans_coact Helicase_C_2 Ribonuc_red_sm Terminase_6 DUF2493 ATP-cone T4_neck-protein PDDEXK_1 DUF3990 DNA_pol_B_exo1 gp32 Phage_clamp_A Pectate_lyase_3 dUTPase_2 DNA_Packaging DNA_ligase_A_M Phage_sheath_1C ResIII T4-gp15_tss PP-binding RecA Thymidylat_synt HATPase_c Helicase_C Ribonuc_red_lgC PhoH VWA_3 TOPRIM_C DUF4815 Gp5_OB Phage_tail_NK Phage_T4_gp19 Gp17 SLT DnaB_C Ribonuc_red_lgN Muraidase dCMP_cyt_deam_1 DUF4326
NC_049458.1,Helicase_C_2 T4_neck-protein T5orf172 Trans_coact Gp17 DNA_Packaging Phage_T4_gp19 Gp5_OB AAA Phage_tail_NK Phage_clamp_A Gp23 Translat_reg Ribonuc_red_lgN VWA_3 bPH_2 DNA_topoisoIV PG_binding_1 DNA_gyraseB Ribonuc_red_lgC Glutaredoxin HATPase_c DNA_pol_B_exo1 Thymidylat_synt DNA_ligase_A_M GIY-YIG Helicase_C UvsY DUF3268 gp32 GPW_gp25 Zn-ribbon_8 DnaB_C TOPRIM_C dCMP_cyt_deam_1 T4-gp15_tss Terminase_6 T4_baseplate RuvC Phage_sheath_1 Muraidase Ig_3 PhoH RNase_H DNA_pol_B Phage_sheath_1C HNH_3 Band_7 Bac_DNA_binding DUF3990 PDDEXK_1 RecA DUF2493 Phage_gp49_66 PP-binding CHAP Ribonuc_red_sm Phage_gp53 Peptidase_S80 ResIII ATP-cone dUTPase_2 Terminase_6C Peptidase_S77 NT5C DUF4815 DUF4326
NC_048785.1,ATP-cone NRDD Phage_holin_T Thymidylat_synt SIR2 Terminase_6C DNA_ligase_aden Peptidase_S74 T5orf172 Thioredoxin Phage_portal RNase_H PhoH BRCT Toprim_2 Terminase_6 Band_7 CTP_transf_like Big_2 5_3_exonuc Phage_capsid Ribonuc_red_sm NMN_transporter Ribonuc_red_lgC AAA_28 PC4 Helicase_C 5_3_exonuc_N DNA_ligase_OB ResIII DnaB_C MUG113 YqeY Phage-tail_3 DNA_pol_A dUTPase Metallophos CLP_protease Peptidase_M15_4 Toprim_N DNA_pol_A_exo1 Peptidase_S78 Ribonuc_red_lgN Hydrolase_2 Proteasome HNH_3
NC_049459.1,Phage_GPD Phage_sheath_1 Phage_sheath_1C Phage_CI_C DUF3751 Phage_term_smal Tail_P2_I Phage_holin_3_2 Phage_GPO P2_Phage_GpR PhageMin_Tail zf-dskA_traR DUF2511 Phage_GPL Caudo_TAP Phage_cap_P2 Phage_CI_repr Phage_portal Phage_TAC_7 Baseplate_J Terminase_6 Phage_GPA Phage_lysozyme Phage_tail_S Phage_tail_X DUF2724 Phage_CP76 GPW_gp25 DUF5405 Phage_integrase Phage_P2_GpU Phage_base_V Terminase_6C Phage_tube Phage_fiber_2 DinI DUF2732 HTH_23 Terminase_5
NC_049460.1,HTH_3 Peptidase_M15_4 DUF3751 MethyltransfD12 Phage_term_smal Tail_P2_I DUF2590 Phage_fiber_2 Phage_integrase P2_Phage_GpR Baseplate_J Terminase_5 Ogr_Delta DUF2597 Phage_portal Phage_GPO Phage_Cox Phage_GPA Phage_holin_3_2 Terminase_6 Terminase_6C Phage_TAC_10 DNA_methylase PhageMin_Tail Collar DUF2586 Phage_cap_P2 Phage_GPL Caudo_TAP
NC_048786.1,Herpes_ori_bp Toprim_2 Ribonuc_red_lgC Thymidylat_synt Phage_holin_T ResIII Hydrolase_2 DNA_pol_A_exo1 5_3_exonuc AAA_23 RNase_H NRDD Phage_portal 5_3_exonuc_N DUF5051 Thioredoxin_3 DNA_pol_A Peptidase_S74 SIR2 dUTPase DUF1768 HNH_3 Ribonuc_red_sm Phage_capsid Terminase_6C T5orf172 PhoH Ribonuc_red_lgN Peptidase_M15_4 Terminase_6 Toprim_N CLP_protease Gly_radical Helicase_C Metallophos BRCT Big_2 Band_7 DNA_ligase_aden PC4 Peptidase_S78 DNA_ligase_OB
NC_049456.2,DUF2201_N HNH_3 Glyco_hydro_108 DUF2201 RNA_pol DNA_pol_A SLT Big_2 AAA Terminase_6C HATPase_c_3 TerB PG_binding_3 dUTPase DUF4326 PriCT_1 AAA_30 HTH_37 AAA_24 Thymidylat_synt
NC_048805.1,DUF5051 Phage_cap_E Dam Prim-Pol DUF1441 DUF905 Phage_BR0599 HDPD PriCT_2 Big_1 Peptidase_S49 DUF2815 Phage_portal_2 Terminase_GpA DUF2793 Muraidase Phage_holin_3_7 Phage_holin_8 gpW DUF2800 RdgC Phage-tail_3
NC_048806.1,RNase_T Glyco_hydro_19 SNF2_N AAA_30 UvrD_C_2 RepB_primase DUF2213 Thy1 DUF2184 SLT DUF2612 DUF2786 DNA_ligase_A_M Baseplate_J DNA_ligase_OB_2 Terminase_3 DUF3383 DUF1073 Helicase_C DUF4054 Phage_Mu_F VirE DNA_pol3_alpha
NC_048808.1,YqeY AAA_28 AAA_23 Phage-tail_3 5_3_exonuc Phage_capsid Terminase_6 ResIII NRDD Thymidylat_synt Terminase_6C CLP_protease HNH_3 PhoH Ribonuc_red_sm Metallophos Gly_radical Helicase_C RNase_H Toprim_2 dUTPase Phage_portal Toprim_N Hydrolase_2 NUMOD4 NMN_transporter Ribonuc_red_lgC DNA_ligase_aden PC4 ATP-cone Peptidase_S78 Thioredoxin Ribonuc_red_lgN 5_3_exonuc_N DNA_ligase_OB Peptidase_M15_4 Phage_holin_T CTP_transf_like SIR2 DNA_pol_A Band_7 DNA_pol_A_exo1 Proteasome Peptidase_S74 DnaB_C BRCT Big_2
NC_049469.1,HATPase_c_3 AAA Phage_gp49_66 Viral_helicase1 Terminase_6C dUTPase DNA_pol_A_exo1 RNA_pol AAA_24 PriCT_1 Thymidylat_synt DUF2201_N DNA_pol_A DUF2201 Big_2 AAA_30 UvrD_C_2
NC_048811.1,Helicase_C BRCT NMN_transporter Hydrolase_2 Ribonuc_red_lgC Peptidase_S74 Thioredoxin Phage-tail_3 DNA_ligase_OB Band_7 Toprim_N PC4 SIR2 Peptidase_M15_4 CLP_protease Phage_capsid NRDD ATP-cone DnaB_C Gly_radical 5_3_exonuc_N AAA_23 HNH_3 CTP_transf_like DNA_pol_A_exo1 Terminase_6C Ribonuc_red_lgN DNA_pol_A Metallophos AP2 Thymidylat_synt AAA_28 Peptidase_S78 DNA_ligase_aden PhoH Terminase_6 YqeY Toprim_2 Ribonuc_red_sm Phage_portal Big_2 dUTPase Phage_holin_T ResIII 5_3_exonuc RNase_H T5orf172
NC_055016.1,Terminase_1 Phage_capsid DUF3882 AAA_25 ERF Phage_SSB DUF3310 Phage_lysozyme
NC_044853.1,Calici_coat Peptidase_C37 RNA_helicase RdRP_1
NC_044854.1,Peptidase_C37 RNA_helicase RdRP_1 Calici_coat
NC_044855.1,Calici_coat RdRP_1 RNA_helicase Peptidase_C37
NC_044856.1,Peptidase_C37 RdRP_1 Calici_coat RNA_helicase
NC_048809.1,Toprim_N Peptidase_S74 Proteasome AP2 DnaB_C Helicase_C DNA_pol_A AAA_28 AAA_23 ATP-cone Metallophos Hydrolase_2 CTP_transf_like Band_7 PhoH SIR2 HNH_3 Peptidase_M15_4 Thioredoxin Big_2 Terminase_6C Gly_radical Phage_portal Phage_capsid Ribonuc_red_lgC Phage-tail_3 DNA_ligase_OB Phage_holin_T ResIII RNase_H Ribonuc_red_sm Thymidylat_synt Peptidase_S78 PC4 T5orf172 NRDD CLP_protease dUTPase BRCT NMN_transporter 5_3_exonuc DNA_pol_A_exo1 Toprim_2 Terminase_6 5_3_exonuc_N YqeY Ribonuc_red_lgN DNA_ligase_aden
NC_053011.1,Terminase_GpA Peptidase_S49 gpW HDPD DUF5051 DUF2815 PriCT_2 DUF2793 Big_1 DUF1441 Phage_BR0599 DNA_pol_A Phage_portal_2 Dam Phage_cap_E DNA_methylase RdgC Phage-tail_3 DUF1382 DUF2163 DUF2800
NC_048807.1,HATPase_c_3 Terminase_6 Calx-beta DUF3383 UvrD_C_2 Pribosyltran CLP_protease NAPRTase Ribonuc_red_lgC PolyA_pol Caudo_TAP DUF2201_N PhoH RNR_N AAA_28 DNA_pol_A AAA_33 HTH_IclR Glyco_hydro_48 Hydrolase_2 HD Terminase_6C Flavodoxin_NdrI Baseplate_J Glutaredoxin DnaB_C SIR2 Peptidase_S78_2 DUF2201 RNA_ligase Macro Nuc-transf Metallophos_2 Cellulase PIF1 DNA_ligase_A_M Band_7 Phage_cap_E Ribonuc_red_lgN Ribonuc_red_sm DUF3277 Herpes_Helicase DUF4326 Endonuclease_7 NMN_transporter RNA_lig_T4_1 NT5C Glyco_hydro_19 DUF262
NC_054675.1,Peptidase_S74 zf-CHC2 dCMP_cyt_deam_1 Lsr2 Recombinase Resolvase Collagen DUF2746 CHAP Sipho_Gp37 HNH_3 GP24_25 AAA_25 SLT P22_CoatProtein Thy1 PG_binding_1 Phage_prot_Gp6 Ribonuc_red_lgC Sipho_tail
NC_048810.1,NMN_transporter DUF2800 Thy1 Amidase_2 dCMP_cyt_deam_1 Phage_capsid Peptidase_M23 HNH_3 Phage_portal Terminase_1
NC_044932.1,RdRP_1 Peptidase_C37 Calici_coat RNA_helicase
NC_049345.1,Viral_helicase1 UvrD_C_2 Ribonuc_red_lgC DUF1768 DUF4406 Hydrolase_2 AAA_24 Terminase_6C HNH_3 Thioredoxin F5_F8_type_C dCMP_cyt_deam_1 DUF2201_N DUF2201 DNA_pol_A AAA_30
NC_055233.1,Phage_glycop_gL Herpes_MCP DUF832 Ribonuc_red_lgC Glycoprotein_B Herpes_UL69 Herpes_UL52 Herpes_DNAp_acc Herpes_BBRF1 Herpes_U34 Herpes_BMRF2 Herpes_UL16 Herpes_alk_exo Herpes_UL92 dUTPase Herpes_U44 Peptidase_S21 Herpes_UL73 Herpes_UL7 Glycoprot_B_PH2 Herpes_V23 Herpes_TK Herpes_UL31 Herpes_ORF11 Herpes_teg_N Herpes_Helicase Herpes_UL49_1 Herpes_VP19C DUF2733 Glycoprot_B_PH1 Ribonuc_red_lgN Herpes_env Herpes_TAF50 DUF848 Cyclin_N Sushi Viral_DNA_bp Herpes_UL87 Herpes_UL33 DNA_pack_N Tegument_dsDNA Herpes_BLRF2 Herpes_HEPA Herpes_UL95 PRTP Herpes_glycop Herpes_glycoH_C AIRS_C Herpes_glycop_H Herpes_TK_C Ribonuc_red_sm Herpes_UL79 DNA_pol_B Herpes_UL17 Herpes_BTRF1 Herpes_U30 DNA_pol_B_exo1 DNA_pack_C Herpes_UL25 Herpes_UL6 GATase_5 RINGv UDG
NC_048738.1,Pectate_lyase_3 Peptidase_M23 Phage_connector DNA_pol_B_2 Lipase_GDSL_2 Podovirus_Gp16 Amidase_3
NC_037306.1,Gemini_AL3 Gemini_AL1 Gemini_AL1_M Gemini_coat
NC_037305.1,Gemini_BL1 Gemini_coat
NC_048648.1,Prim-Pol DUF2815 Dam Phage-tail_3 Phage_cap_E DUF3268 DUF1441 gpW Peptidase_S49 DUF2793 DUF2800 Phage_portal_2 Big_1 PriCT_2 HDPD RdgC Phage_BR0599 PAPS_reduct DUF2163 ResIII Terminase_GpA
NC_052997.1,DNA_pol_A DUF2815 HDPD Phage-tail_3 Phage_BR0599 PriCT_2 DUF1441 PAPS_reduct Peptidase_S49 Phage_portal_2 RdgC DUF2163 DUF3268 Terminase_GpA gpW Phage_cap_E Big_1 DUF2793 DUF2800 Dam ResIII Prim-Pol
